file_in,title,context,doi
10.1177_0738894215623073,Globalization and contentious politics: a comparative analysis of nonviolent and violent campaigns," number: 114c008. notes 1. an online appendix and replication materials for this paper can be found at http://www.meliksah. edu.tr/skarakaya/?lang=en 2. the concept of ‘‘contentious politics’’ refers to both violent and nonviolent strategies used by orga- nizations, such as protest and rebellion. contentio",10.1177/0738894215623073
10.1177_0738894215626848,"The apparatus for violence: repression, violent protest, and civil war in a cross-national framework"," commercial, or not-for- profit sectors. notes 1. replication data and do files and online appendix are available at http://amandamurdie.org/ research.html 2. in this paper, we define protest as any active, organized claims against a state by domestic non- governmental actors (gupta et al., 1993; murdie and bhasin, 2011",10.1177/0738894215626848
10.1177_0738894216661190,Partisan electoral interventions by the great powers: introducing the peig dataset,"t, codebook and onlines appendices as well as the replication materials and code for this data feature are available on the authors’ website: www.dovhlevin.com. they are also avail- able online through the sage cmps website. 6. another new dataset (berger et al., 2013) that attempts to measure great power political influence also includes, amo",10.1177/0738894216661190
10.1177_0738894217709012,The security-force ethnicity (sfe) project: introducing a new dataset,"nformation on other packages used is given in the replication script posted with the supplemental materials accompanying this article on the cmps website. 13. http://www.clinecenter.illinois.edu/data/speed/coupdata/ 14. our sample for this application only includes groups covered in epr. 15. epr v. 2014 update 2, 16 march 2015. the epr and sfe variables are alr",10.1177/0738894217709012
10.1177_0738894217716464,"War experiences, economic grievances, and political participation in postwar societies: an empirical analysis of kosovo","stability in postwar countries. author’s note all supplementary materials including replication data, do-files as well as online appendices are avail- able at http://journals.sagepub.com/home/cmp. funding this research received no specific grant from any funding agency in the public, commercial, or not-for- profit sectors. supplementary material the dataset and",10.1177/0738894217716464
10.1177_0738894217723160,Don't get mad: the disconnect between religious discrimination and individual perceptions of government,"zation by religious elites see sandal (2011). 13. replication data are available on the downloads page of www.religionandstate.org. 14. un statistical division, http://unstats.un.org/unsd/default.htm (accessed 23 april 2010). 15. see the polity website at http://www.systemicpeace.org/polity/polity4.htm. 16. ",10.1177/0738894217723160
10.1177_0738894218782160,Ethnic political exclusion and terrorism: analyzing the local conditions for violence,"meeting philadelphia, pa, usa, 9–11 october 2014. replication code, data, and supporting materials can be found at www.stephennemeth.org 294 conflict management and peace science 37(3) funding this research received no specific grant from any funding agency in the public, commercial, or not-for- profit sectors. notes",10.1177/0738894218782160
10.1177_0738894218789356,The local geography of transnational terrorism,"ade available upon publication of the manuscript. replication materials available at www.michael-findley.com. paper presented at the 2015 international studies association annual meeting, new orleans, la, 19–21 february. marineau et al. 375 funding this research received no specific gran",10.1177/0738894218789356
10.1177_0738894218800816,"Transborder identities, bias, and third-party conflict management",tive effects in the worst and best case scenarios replication files data replication files can be found at the author’s personal website: https://emiryazici.weebly.com/research.html supplemental material supplemental material and the online appendix are available online at the journal’s website and at the author’s personal website https://e,10.1177/0738894218800816
10.1177_1065912909349630,Measuring electoral systems," tabellini (2003) data. clark and golder’s (2007) replication data are available at: http://hdl.handle.net/1902.1/10477. 23. this is the first component of “duverger’s law.” the sec- ond, strategic or “psychological,” effect instead pertains to the tendency among voters to avoid casting w",10.1177/1065912909349630
10.1177_1065912909349630,Measuring electoral systems,"8. clark, william roberts, and matt golder. 2007. replication data for: rehabilitating duverger’s theory. http://dvn.iq.harvard.edu/ dvn/dv/mgolder/faces/study/studypage.xhtml?studyid=6259. cox, gary. 1997. making votes count. cambridge, uk: cambridge university press. duverger, maurice. 1954. political parti",10.1177/1065912909349630
10.1177_1065912910367494,Spanish-language radio advertisements and latino voter turnout in the 2006 congressional elections,"results, along with other robustness checks and a replication data set, will be available at http://vote.research.yale.edu/replication .html. 12. as a robustness check, we analyze our experimental data using randomization inference. this procedure, which uses all possible random assignments to fo",10.1177/1065912910367494
