result_title,result_doi,result_authors,result_dataverse,search_title,search_doi,diff
Summary Reports,doi:10.7910/DVN/D6Y2FG,"Kosimov, Sherzod","CGIAR Research Program ""Dryland Systems"" Dataverse",Summaries,10.1162/isec_x_00221,0.192592592592593
erratum.txt,,NULL,,Erratum,10.1162/isec_x_00231,0.121212121212121
Summary Reports,doi:10.7910/DVN/D6Y2FG,"Kosimov, Sherzod","CGIAR Research Program ""Dryland Systems"" Dataverse",Summaries,10.1162/isec_x_00241,0.192592592592593
Summary Reports,doi:10.7910/DVN/D6Y2FG,"Kosimov, Sherzod","CGIAR Research Program ""Dryland Systems"" Dataverse",Summaries,10.1162/isec_x_00264,0.192592592592593
Replication Data for: The Limits of Partisan Loyalty,doi:10.7910/DVN/J9IJGM,"c(""Mummolo, Jonathan"", ""Peterson, Erik"", ""Westwood, Sean"")",Political Behavior Dataverse,The limits of damage limitation,10.1162/isec_c_00279,0.204435483870968
Summary Reports,doi:10.7910/DVN/D6Y2FG,"Kosimov, Sherzod","CGIAR Research Program ""Dryland Systems"" Dataverse",Summaries,10.1162/isec_x_00271,0.192592592592593
Summary Reports,doi:10.7910/DVN/D6Y2FG,"Kosimov, Sherzod","CGIAR Research Program ""Dryland Systems"" Dataverse",Summaries,10.1162/isec_x_00272,0.192592592592593
Summary Reports,doi:10.7910/DVN/D6Y2FG,"Kosimov, Sherzod","CGIAR Research Program ""Dryland Systems"" Dataverse",Summaries,10.1162/isec_x_00282,0.192592592592593
Data for: What the Iran-Iraq War tells us about the future of the Iran nuclear deal,doi:10.5064/F6IOMX5S,"c(""Tabatabai, Ariane M."", ""Tracy Samuel, Annie"")",QDR Harvested Dataverse,What the iran-iraq war tells us about the future of the iran nuclear deal,10.1162/isec_a_00286,0.190845574077131
Editor's Foreword,doi:10.7910/DVN/MEJBZT,Nathaniel Beck,Political Analysis Dataverse,Editors' note,10.1162/isec_e_00280,0.199232140408611
Summary Reports,doi:10.7910/DVN/D6Y2FG,"Kosimov, Sherzod","CGIAR Research Program ""Dryland Systems"" Dataverse",Summaries,10.1162/isec_x_00325,0.192592592592593
Summary Reports,doi:10.7910/DVN/D6Y2FG,"Kosimov, Sherzod","CGIAR Research Program ""Dryland Systems"" Dataverse",Summaries,10.1162/isec_x_00327,0.192592592592593
Summary Reports,doi:10.7910/DVN/D6Y2FG,"Kosimov, Sherzod","CGIAR Research Program ""Dryland Systems"" Dataverse",Summaries,10.1162/isec_x_00334,0.192592592592593
Summary Reports,doi:10.7910/DVN/D6Y2FG,"Kosimov, Sherzod","CGIAR Research Program ""Dryland Systems"" Dataverse",Summaries,10.1162/isec_x_00300,0.192592592592593
Summary Reports,doi:10.7910/DVN/D6Y2FG,"Kosimov, Sherzod","CGIAR Research Program ""Dryland Systems"" Dataverse",Summaries,10.1162/isec_x_00317,0.192592592592593
Editor's Foreword,doi:10.7910/DVN/MEJBZT,Nathaniel Beck,Political Analysis Dataverse,Editors' note,10.1162/isec_e_00318,0.199232140408611
Summary Reports,doi:10.7910/DVN/D6Y2FG,"Kosimov, Sherzod","CGIAR Research Program ""Dryland Systems"" Dataverse",Summaries,10.1162/isec_x_00299,0.192592592592593
Summary Reports,doi:10.7910/DVN/D6Y2FG,"Kosimov, Sherzod","CGIAR Research Program ""Dryland Systems"" Dataverse",Summaries,10.1162/isec_x_00341,0.192592592592593
Editor's Foreword,doi:10.7910/DVN/MEJBZT,Nathaniel Beck,Political Analysis Dataverse,Editor's note,10.1162/isec_e_00365,0.168929110105581
Summary Reports,doi:10.7910/DVN/D6Y2FG,"Kosimov, Sherzod","CGIAR Research Program ""Dryland Systems"" Dataverse",Summaries,10.1162/isec_x_00364,0.192592592592593
Summary Reports,doi:10.7910/DVN/D6Y2FG,"Kosimov, Sherzod","CGIAR Research Program ""Dryland Systems"" Dataverse",Summaries,10.1162/isec_x_00358,0.192592592592593
erratum.txt,,NULL,,Erratum,10.1162/isec_x_00356,0.121212121212121
Summary Reports,doi:10.7910/DVN/D6Y2FG,"Kosimov, Sherzod","CGIAR Research Program ""Dryland Systems"" Dataverse",Summaries,10.1162/isec_x_00372,0.192592592592593
Editor's Foreword,doi:10.7910/DVN/MEJBZT,Nathaniel Beck,Political Analysis Dataverse,Editor's note,10.1162/isec_e_00373,0.168929110105581
Summary Reports,doi:10.7910/DVN/D6Y2FG,"Kosimov, Sherzod","CGIAR Research Program ""Dryland Systems"" Dataverse",Summaries,10.1162/isec_x_00379,0.192592592592593
Summary Reports,doi:10.7910/DVN/D6Y2FG,"Kosimov, Sherzod","CGIAR Research Program ""Dryland Systems"" Dataverse",Summaries,10.1162/isec_x_00380,0.192592592592593
Editor's Foreword,doi:10.7910/DVN/MEJBZT,Nathaniel Beck,Political Analysis Dataverse,Editors' note,10.1162/isec_e_00387,0.199232140408611
Summary Reports,doi:10.7910/DVN/D6Y2FG,"Kosimov, Sherzod","CGIAR Research Program ""Dryland Systems"" Dataverse",Summaries,10.1162/isec_x_00397,0.192592592592593
erratum.txt,,NULL,,Erratum,10.1162/isec_x_00398,0.121212121212121
Summary Reports,doi:10.7910/DVN/D6Y2FG,"Kosimov, Sherzod","CGIAR Research Program ""Dryland Systems"" Dataverse",Summaries,10.1162/isec_x_00403,0.192592592592593
Bullets for Ballots: Electoral Participation Provisions and Enduring Peace after Civil Conflict (Replication Data),doi:10.7910/DVN/KE7VN6,"Matanock, Aila",Matanock Dataverse,Bullets for ballots: electoral participation provisions and enduring peace after civil conflict,10.1162/isec_a_00275,0.0555555555555556
Summary Reports,doi:10.7910/DVN/D6Y2FG,"Kosimov, Sherzod","CGIAR Research Program ""Dryland Systems"" Dataverse",Summaries,10.1162/isec_x_00409,0.192592592592593
Replication Data for: Revisiting Hiroshima in Iran,doi:10.7910/DVN/9XHAPW,"Valentino, Benjamin",Harvard Dataverse,Revisiting hiroshima in iran: what americans really think about using nuclear weapons and killing noncombatants,10.1162/isec_a_00284,0.249249249249249
Coping with Food and Water Insecurity: Vulnerability and Resilience of Small Farmers to Environmental Hazards in Nicragua,,NULL,,Escalation through entanglement: how the vulnerability of command-and-control systems raises the risks of an inadvertent nuclear war,10.1162/isec_a_00320,0.245572910085003
The Center Still Holds: Liberal Internationalism Survives,doi:10.7910/DVN/24647,"c(""Chaudoin, Stephen"", ""Milner, Helen"", ""Tingley, Dustin"")",Stephen Chaudoin Dataverse,The center still holds: liberal internationalism survives,10.1162/isec_a_00003,0
"International student evaluations, policy recommendations, and the teaching profession: Does context matter?",,NULL,,International relations pluralism and history-embracing amateurism to strengthen the profession,10.1111/insp.12088,0.249787845338469
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1111/j.1528-3585.2011.00449.x,0.208333333333333
Replication data for: Complying by Denying: Explaining Why States Develop Nonproliferation Export Controls,doi:10.7910/DVN/W3B61P,"c(""Stinnett, Douglas"", ""Early, Bryan"", ""Horne, Cale"", ""Karreth, Johannes"")",Johannes Karreth Dataverse,Complying by denying: explaining why states develop nonproliferation export controls,10.1111/j.1528-3585.2011.00436.x,0
Replication Data for: The Role of Democratic Governance and Indirect Expropriation in International Investment Treaty Violations,doi:10.7910/DVN/TBKLWV,"Carlson, David",Uluslararası İlişkiler-International Relations,Documenting international relations: documentary film and the creative arrangement of perceptibility,10.1111/insp.12062,0.238065861069889
Strengthening Women’s Civic and Political Participation in the Developing World: A Synthesis of the Scholarly Literature,,NULL,,Women and pre-tenure scholarly productivity in international studies: an investigation into the leaky career pipeline,10.1111/insp.12002,0.227884961137388
Transnational Terrorism Data Dataverse,,NULL,,Transnational actors and great powers during order transition,10.1111/insp.12077,0.246748474099639
"Replication Data for: ""The Global Diffusion of Law: Transnational Crime and the Case of Human Trafficking""",doi:10.7910/DVN/JX0ESJ,"c(""Simmons, Beth"", ""Paulette Lloyd"", ""Brandon Stewart"")",Brandon Stewart Dataverse,"Global efforts against human trafficking: the misguided conflation of sex, labor, and organ trafficking",10.1111/insp.12097,0.231973339497611
Online Appendix for: Bringing the Gold Standard Into the Class Room: Replication in University Teaching,doi:10.7910/DVN/GLZJ1D,"Janz, Nicole",Nicole Janz Dataverse,Bringing the gold standard into the classroom: replication in university teaching,10.1111/insp.12104,0.219345559151384
Replication Data for: The Role of Democratic Governance and Indirect Expropriation in International Investment Treaty Violations,doi:10.7910/DVN/TBKLWV,"Carlson, David",Uluslararası İlişkiler-International Relations,Decentering international relations: the continued wisdom of latin american dependency,10.1093/isp/ekaa007,0.242029118973198
Replication Data for: The Role of Democratic Governance and Indirect Expropriation in International Investment Treaty Violations,doi:10.7910/DVN/TBKLWV,"Carlson, David",Uluslararası İlişkiler-International Relations,The power of dance: teaching international relations through contact improvisation,10.1093/isp/ekx002,0.248161783504627
Replication Data for: Torture Allegations as Events Data: Introducing the Ill-Treatment and Torture (ITT) Specific Allegation Data.,doi:10.7910/DVN/HXI2A5,"Conrad, Courtenay",Harvard Dataverse,Disaggregating torture allegations: introducing the ill-treatment and torture (itt) country-year data,10.1111/j.1528-3585.2012.00471.x,0.247389831230325
Replication Data for: Concealing Disease: Trade and Travel Barriers and the Timeliness of Outbreak Reporting,doi:10.7910/DVN/YUSU8X,"Worsnop, Catherine",Harvard Dataverse,Concealing disease: trade and travel barriers and the timeliness of outbreak reporting,10.1093/isp/ekz005,0
"Replication Data for: ""Even Today, a Western and Gendered Social Science: Persistent Geographic and Gender Biases in Undergraduate International Relations Teaching""",doi:10.7910/DVN/VKQN8E,"Cleeland Knight, Sarah",Harvard Dataverse,"Even today, a western and gendered social science: persistent geographic and gender biases in undergraduate ir teaching",10.1093/isp/ekz006,0.0651950921213555
"Keeping the Schools Open While the Troops are Away: Regime Type, Interstate War, and Government Spending",doi:10.7910/DVN/JXJ9MV,"c(""Carter, Jeff"", ""Palmer, Glenn"")",International Studies Quarterly Dataverse,"Keeping the schools open while the troops are away: regime type, interstate war, and government spending",10.1111/isqu.12160,0
Economic Liberalism in Illiberal Regimes: Authoritarian Variation and the Political Economy of Trade,doi:10.7910/DVN/B7G5PU,"c(""Hankla, Charles R."", ""Kuthy, Daniel"")",International Studies Quarterly Dataverse,Economic liberalism in illiberal regimes: authoritarian variation and the political economy of trade1,10.1111/j.1468-2478.2012.00753.x,0.00330033003300334
Policy Alteration: Rethinking Diffusion Processes When Policies Have Alternatives,doi:10.7910/DVN/VPZZCQ,"c(""Genovese, Federica"", ""Kern, Florian G."", ""Martin, Christian"")",International Studies Quarterly Dataverse,Policy alteration: rethinking diffusion processes when policies have alternatives,10.1093/isq/sqx012,0
"Supplementary Appendix: Do Democracies Possess the Wisdom of Crowds? Decision Group Size, Regime Type, and Strategic Effectiveness",doi:10.7910/DVN/SX6C2Y,"Blagden, David",Harvard Dataverse,"Do democracies possess the wisdom of crowds? Decision group size, regime type, and strategic effectiveness",10.1093/isq/sqz072,0.214054184808902
Replication Data for: Temporal Dependence and the Sensitivity of Quantities of Interest: A Solution for a Common Problems,doi:10.7910/DVN/HEGV1N,"Williams, Laron",Laron Williams' Dataverse,Temporal dependence and the sensitivity of quantities of interest: a solution for a common problem,10.1093/isq/sqy036,0.00336700336700335
A Conditional Defense of the Dyadic Approach,doi:10.7910/DVN/OXCIRN,"c(""Diehl, Paul F."", ""Wright, Thorin M."")",International Studies Quarterly Dataverse,A conditional defense of the dyadic approach: table 1.,10.1093/isq/sqw001,0.0617283950617284
Replication Data for: Nudging the Needle: Foreign Lobbies and US Human Rights Ratings,doi:10.7910/DVN/RKMJNR,"c(""Pevehouse, Jon"", ""Vabulas, Felicity"")",International Studies Quarterly Dataverse,Nudging the needle: foreign lobbies and us human rights ratings,10.1093/isq/sqy052,0
Replication Data for: Popular versus Elite Democracies and Human Rights: Inclusion Makes a Difference,doi:10.7910/DVN/QIYFTT,"c(""Devin K Joshi"", ""J S Maloy"", ""Timothy M Peterson"")",Harvard Dataverse,Popular versus elite democracies and human rights: inclusion makes a difference,10.1093/isq/sqy057,0
Legal Traditions and Nonbinding Commitments: Evidence From the United Nations' Model Commercial Legislation,doi:10.7910/DVN/4SBXCV,"Efrat, Asif",International Studies Quarterly Dataverse,Legal traditions and nonbinding commitments: evidence from the united nations' model commercial legislation,10.1093/isq/sqw012,0
Law and the Use of Force in World Politics: The Varied Effects of Law on the Exercise of Military Power in Territorial Disputes,doi:10.7910/DVN/WLQCI4,"c(""Huth, Paul"", ""Croco, Sarah"", ""Appel, Benjamin"")",International Studies Quarterly Dataverse,Law and the use of force in world politics: the varied effects of law on the exercise of military power in territorial disputes,10.1111/j.1468-2478.2011.00695.x,0
Replication Data for: Diversionary Rebel Violence in Territorial Civil War,doi:10.7910/DVN/YVSYQ5,"Holtermann, Helge",Harvard Dataverse,Diversionary rebel violence in territorial civil war,10.1093/isq/sqz007,0
Replication Data for: Tariff Evasion and Trade Policies,doi:10.7910/DVN/H9XFYR,"Betz, Timm",International Studies Quarterly Dataverse,Tariff evasion and trade policies,10.1093/isq/sqz008,0
Replication Data for: Power Sharing and the Rule of Law in the Aftermath of Civil War,doi:10.7910/DVN/LSAYBS,"c(""Hartzell, Caroline"", ""Hoddie, Matthew"")",International Studies Quarterly Dataverse,Power sharing and the rule of law in the aftermath of civil war,10.1093/isq/sqz023,0
erratum.txt,,NULL,,Erratum,10.1111/j.1468-2478.2012.00718.x,0.121212121212121
Exiting the Coalition: When Do States Abandon Coalition Partners during War?,doi:10.7910/DVN/DUFHM1,"Weisiger, Alex",International Studies Quarterly Dataverse,Exiting the coalition: when do states abandon coalition partners during war?,10.1093/isq/sqw029,0
Chinese Citizens’ Trust in Japan and South Korea: Findings from a Four-City Survey,doi:10.7910/DVN/DGVYLR,"c(""Li, Xiaojun"", ""Wang, Jianwei"", ""Chen, Dingding"")",International Studies Quarterly Dataverse,Chinese citizens' trust in japan and south korea: findings from a four-city survey,10.1093/isq/sqw040,0.00813008130081305
