name,type,url,file_id,description,published_at,file_type,file_content_type,size_in_bytes,md5,checksum.type,checksum.value,unf,file_persistent_id,dataset_name,dataset_id,dataset_persistent_id,dataset_citation,dataverse_identifier,file_name,dataset_global_id,i.name,i.published_at
presidentialdata.tab,file,https://dataverse.harvard.edu/api/access/datafile/3242171,3242171,"",2019-01-08,Tab-Delimited,text/tab-separated-values,1944338,c7d1d11b733e01cd9940be4414ca3b99,MD5,c7d1d11b733e01cd9940be4414ca3b99,UNF:6:9CPDzwUIeRrUYMN1Z0/Bbg==,doi:10.7910/DVN/ZAZAD6/RW29WY, weathering the storm conditional effects of natural disasters on retrospective voting in gubernatorial elections – a replication and extension,3242168,10.7910/DVN/ZAZAD6,"Stout, Kevin, 2019, """"Replication Data for: """"Weathering the Storm: Conditional Effects of Natural Disasters on Retrospective Voting in Gubernatorial Elections – A Replication and Extension"""""""", https://doi.org/10.7910/DVN/ZAZAD6, Harvard Dataverse, V1, UNF:6:vXUO8I2sK+OJah853swPuw== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
Codebook_NLPS_DLPS_10.2018.pdf,file,https://dataverse.harvard.edu/api/access/datafile/3242396,3242396,"",2018-12-10,Adobe PDF,application/pdf,108472,aab541d8f6d021f0bb1e16023b928f73,MD5,aab541d8f6d021f0bb1e16023b928f73,"",doi:10.7910/DVN/ME2W6U/6LW2UI,national and district level party systems datasets,3242393,10.7910/DVN/ME2W6U,"Struthers, Cory; Li, Yuhui; Shugart, Matthew, 2018, """"National and District Level Party Systems Datasets"""", https://doi.org/10.7910/DVN/ME2W6U, Harvard Dataverse, V2, UNF:6:1UYM+8vSwSuDWVOD23zWQQ== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
analya.do,file,https://dataverse.harvard.edu/api/access/datafile/3317173,3317173,Code,2019-01-10,Stata Syntax,application/x-stata-syntax,23705,0c625b12697efb1912c9cef1a80a5f84,MD5,0c625b12697efb1912c9cef1a80a5f84,"",doi:10.7910/DVN/8NXK2Y/GS9WEO, capturing correctly a reanalysis of the indirect capture-recapture methods in the peruvian truth and reconciliation commission,3317166,10.7910/DVN/8NXK2Y,"Rendon, Silvio, 2019, """"Replication Data for: """"Capturing Correctly: A Reanalysis of the Indirect Capture-Recapture Methods in the Peruvian Truth and Reconciliation Commission"""""""", https://doi.org/10.7910/DVN/8NXK2Y, Harvard Dataverse, V1, UNF:6:fXVNHcMXzOvTTa22OgetSw== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
analyze_workerLevelEvidence_Figure4.do,file,https://dataverse.harvard.edu/api/access/datafile/3320305,3320305,Additional analysis file (Figure 4),2018-12-10,Stata Syntax,application/x-stata-syntax,1954,9d8ea2211483d2c9b92374e98d16c605,MD5,9d8ea2211483d2c9b92374e98d16c605,"",doi:10.7910/DVN/BONQSQ/1GHWCE, the distributional consequences of technological change worker-level evidence,3320299,10.7910/DVN/BONQSQ,"Kurer, Thomas; Gallego, Aina, 2018, """"Replication Data for: The Distributional Consequences of Technological Change: Worker-Level Evidence"""", https://doi.org/10.7910/DVN/BONQSQ, Harvard Dataverse, V1, UNF:6:Q5H6w+/IpTy1pluSMVsotg== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
01_DemographicsTableAnalysis.R,file,https://dataverse.harvard.edu/api/access/datafile/3323061,3323061,"",2018-12-10,R Syntax,type/x-r-syntax,4265,19dbd72872c08892d03a40baafce68d5,MD5,19dbd72872c08892d03a40baafce68d5,"",doi:10.7910/DVN/DDWWJW/IDNUKQ," validating the demographic, political, psychological, and experimental results obtained from a new source of online survey respondents",3323054,10.7910/DVN/DDWWJW,"Coppock, Alexander; McClellan, Oliver, 2018, """"Replication Data for: Validating the Demographic, Political, Psychological, and Experimental Results Obtained from a New Source of Online Survey Respondents"""", https://doi.org/10.7910/DVN/DDWWJW, Harvard Dataverse, V1, UNF:6:yHiccNg0xSyHiOJgpojjbg== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
Dofile (Finalized).do,file,https://dataverse.harvard.edu/api/access/datafile/3326362,3326362,Do-file,2019-11-11,Stata Syntax,application/x-stata-syntax,47611,d9e24b9c489a7dfa33da6ed94edc0b38,MD5,d9e24b9c489a7dfa33da6ed94edc0b38,"",doi:10.7910/DVN/KVRVLB/VGJ4VT, the losers of automation” a reservoir of votes for the radical right?,3326360,10.7910/DVN/KVRVLB,"Zhen Jie Im, Nonna Mayer, Bruno Palier, Jan Rovny, 2019, """"Replication Data for: """"The “losers of automation”: A Reservoir of Votes for the Radical Right?"""""""", https://doi.org/10.7910/DVN/KVRVLB, Harvard Dataverse, V1",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
Bush_Prather_log.txt,file,https://dataverse.harvard.edu/api/access/datafile/3333544,3333544,"",2019-01-08,Plain Text,text/plain,18034,526ee6af46453c0fb41298299fc1c8da,MD5,526ee6af46453c0fb41298299fc1c8da,"",doi:10.7910/DVN/NMTCUS/FIOLDM, do electronic devices in face-to-face interviews change survey behavior?,3333540,10.7910/DVN/NMTCUS,"Prather, Lauren; Bush, Sarah, 2019, """"Replication Data for: Do Electronic Devices in Face-to-Face Interviews Change Survey Behavior?"""", https://doi.org/10.7910/DVN/NMTCUS, Harvard Dataverse, V2, UNF:6:W/GxJTqijLon8KhL9e7FSQ== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
Choosing_crook_analysis.do,file,https://dataverse.harvard.edu/api/access/datafile/3346471,3346471,Do-file analysis,2019-04-26,Stata Syntax,application/x-stata-syntax,10569,e0473b1cfdb64798cdda3d434e2ada6b,MD5,e0473b1cfdb64798cdda3d434e2ada6b,"",doi:10.7910/DVN/HOSWS7/XLBLXM, choosing the crook a conjoint experiment on voting for corrupt politicians,3346467,10.7910/DVN/HOSWS7,"Breitenstein, Sofia, 2019, """"Replication Data for: Choosing the crook: A conjoint experiment on voting for corrupt politicians"""", https://doi.org/10.7910/DVN/HOSWS7, Harvard Dataverse, V1, UNF:6:14yHw/xbs9sqCSBJUoqohw== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
Appendix Coups Research Article RAP.docx,file,https://dataverse.harvard.edu/api/access/datafile/3348685,3348685,"",2019-02-26,MS Word,application/vnd.openxmlformats-officedocument.wordprocessingml.document,91336,aa8d892afffc220517c90b3cd616d8c6,MD5,aa8d892afffc220517c90b3cd616d8c6,"",doi:10.7910/DVN/ULLGEK/GVPYW9," fait accompli, or live to fight another day? deterring and surviving coups in authoritarian regimes",3348683,10.7910/DVN/ULLGEK,"Olar, Roman-Gabriel, 2019, """"Replication Data for: """"Fait accompli, or live to fight another day? Deterring and surviving coups in authoritarian regimes"""""""", https://doi.org/10.7910/DVN/ULLGEK, Harvard Dataverse, V1, UNF:6:qLd9pDzrDrZKNQQB9mJ/dw== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
Risk-o.zip,file,https://dataverse.harvard.edu/api/access/datafile/3354465,3354465,"",2019-02-07,ZIP Archive,application/zip,252696,5fc7806456cb513f5b44b0a906c399e8,MD5,5fc7806456cb513f5b44b0a906c399e8,"",doi:10.7910/DVN/KZWPM5/5VXNFZ, reality and risk a refutation of s. rendon's analysis of the peruvian truth and reconciliation commission's mortality study,3354464,10.7910/DVN/KZWPM5,"Manrique-Vallier, Daniel; Patrick Ball, 2019, """"Replication Data for: """"Reality and risk: a refutation of S. Rendon's analysis of the Peruvian Truth and Reconciliation Commission's mortality study"""""""", https://doi.org/10.7910/DVN/KZWPM5, Harvard Dataverse, V1",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
analyze_ISSPCombined.do,file,https://dataverse.harvard.edu/api/access/datafile/3364282,3364282,"",2019-03-22,Stata Syntax,application/x-stata-syntax,23367,e8a8fe5a27975d436b293a30375ecb20,MD5,e8a8fe5a27975d436b293a30375ecb20,"",doi:10.7910/DVN/MR1QW3/VMLDU4, did state responses to automation matter for voters?,3364277,10.7910/DVN/MR1QW3,"Gingrich, Jane, 2019, """"Replication Data for: Did State Responses to Automation Matter for Voters?"""", https://doi.org/10.7910/DVN/MR1QW3, Harvard Dataverse, V1, UNF:6:ZcHv2JwJ081AvQaQX6sF9w== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
corpus_DK_NL.Rdata,file,https://dataverse.harvard.edu/api/access/datafile/3364338,3364338,"",2019-02-19,R Data,application/x-rlang-transport,7317427,29a22e736f4ac05b5074d0ee0822e033,MD5,29a22e736f4ac05b5074d0ee0822e033,"",doi:10.7910/DVN/UODSVV/POSMLG, a new dataset of dutch and danish party congress speeches,3364337,10.7910/DVN/UODSVV,"Schumacher, Gijs, 2019, """"Replication Data for: A New Dataset of Dutch and Danish Party Congress Speeches"""", https://doi.org/10.7910/DVN/UODSVV, Harvard Dataverse, V1, UNF:6:jDVqZqrp6MSKOeuf6EusCw== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
analysis_output.smcl,file,https://dataverse.harvard.edu/api/access/datafile/3419704,3419704,STATA Log file,2019-04-29,Plain Text,text/plain; charset=US-ASCII,188507,ab0dadfec42860cad0a91f9bd10f7535,MD5,ab0dadfec42860cad0a91f9bd10f7535,"",doi:10.7910/DVN/7SECSL/ZSXAKG, explaining the end of spanish exceptionalism and electoral support for vox,3419698,10.7910/DVN/7SECSL,"Turnbull-Dugarte, Stuart J., 2019, """"Replication Data for: """"Explaining the end of Spanish exceptionalism and electoral support for Vox"""", https://doi.org/10.7910/DVN/7SECSL, Harvard Dataverse, V1, UNF:6:8SGGaRmKzGMW6G6+lAuJow== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
personpositivityreplication.pdf,file,https://dataverse.harvard.edu/api/access/datafile/3431843,3431843,"",2019-05-22,Adobe PDF,application/pdf,270651,9005490fcd304518ca6d84c0e9505a18,MD5,9005490fcd304518ca6d84c0e9505a18,"",doi:10.7910/DVN/NAKSU2/5OBTJU," person-positivity bias, social category labels, and attitudes toward gays and lesbians",3431842,10.7910/DVN/NAKSU2,"McCabe, Katherine, 2019, """"Replication Data for: Person-Positivity Bias, Social Category Labels, and Attitudes toward Gays and Lesbians"""", https://doi.org/10.7910/DVN/NAKSU2, Harvard Dataverse, V1, UNF:6:9RIsLCfPm1rANZD86/Yacg== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
d1.RDS,file,https://dataverse.harvard.edu/api/access/datafile/3466356,3466356,R serialized data file,2019-07-15,Gzip Archive,application/gzip,6037,2a688d3d70d2b4c3cea166056f771661,MD5,2a688d3d70d2b4c3cea166056f771661,"",doi:10.7910/DVN/LJIO0F/RWMKHQ, can presidential misinformation on climate change be corrected? evidence from internet and phone experiments,3442069,10.7910/DVN/LJIO0F,"Ethan Porter; Wood, Thomas; Babak Bahador, 2019, """"Replication Data for: """"Can Presidential Misinformation on Climate Change Be Corrected? Evidence from Internet and Phone Experiments"""", https://doi.org/10.7910/DVN/LJIO0F, Harvard Dataverse, V2",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
Rottinghaus_Cortina_Vote Centers and Turnout by Election Type in Texas_Data.tab,file,https://dataverse.harvard.edu/api/access/datafile/3443070,3443070,"",2019-06-24,Tab-Delimited,text/tab-separated-values,260272,8bd105c5aa226558424a21d2cfbf1986,MD5,8bd105c5aa226558424a21d2cfbf1986,UNF:6:xfG6Iipe69CegeZY0evXgg==,doi:10.7910/DVN/1EHQQS/A6DPH2, vote centers and turnout by election type in texas,3443068,10.7910/DVN/1EHQQS,"Rottinghaus, Brandon; Cortina, Jeronimo, 2019, """"Replication Data for Vote Centers and Turnout by Election Type in Texas"""", https://doi.org/10.7910/DVN/1EHQQS, Harvard Dataverse, V1, UNF:6:1DHHvja4Kt1DZGb+aqa+LQ== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
rap_datainfo.pdf,file,https://dataverse.harvard.edu/api/access/datafile/3471512,3471512,"",2019-07-16,Adobe PDF,application/pdf,17289,8925dca2dac6b01d76702fca0f853b78,MD5,8925dca2dac6b01d76702fca0f853b78,"",doi:10.7910/DVN/6B9C1N/3FRRPX, counting the pinocchios the effect of summary fact-checking data on perceived accuracy and favorability of politicians,3471510,10.7910/DVN/6B9C1N,"Agadjanian, Alexander; Bakhru, Nikita; Chi, Victoria; Greenberg, Devyn; Hollander, Byrne; Hurt, Alexander; Kind, Joseph; Lu, Ray; Ma, Annie; Nyhan, Brendan; Pham, Daniel; Qian, Michael; Tan, Mackinley; Wang, Clara; Wasdahl, Alexander; Woodruff, Alexandra, 2019, """"Replication Data for: """"Counting the Pinocchios: The Effect of Summary Fact-Checking Data on Perceived Accuracy and Favorability of Politicians"""""""", https://doi.org/10.7910/DVN/6B9C1N, Harvard Dataverse, V3, UNF:6:Bg+N6vJZJKnWjuOqbp8Z5A== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
rp_cleaning_syntax_042019.sps,file,https://dataverse.harvard.edu/api/access/datafile/3474924,3474924,Cleaning syntax for the analysis.,2019-07-22,SPSS Syntax,application/x-spss-syntax,52769,a61c6f3bedd0d9da311d96f1aa025c4a,MD5,a61c6f3bedd0d9da311d96f1aa025c4a,"",doi:10.7910/DVN/ED8ZOO/EJ1ZDL, differences that don’t make much difference party asymmetry in open-minded cognitive styles has little relationship to information processing behavior,3474923,10.7910/DVN/ED8ZOO,"Eichmeier, April, 2019, """"Replication Data for: Differences that don’t make much difference: Party asymmetry in open-minded cognitive styles has little relationship to information processing behavior"""", https://doi.org/10.7910/DVN/ED8ZOO, Harvard Dataverse, V1, UNF:6:nRQoWdYISK0YvVJpYkbJXQ== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
gssEQWLTHbptest.txt,file,https://dataverse.harvard.edu/api/access/datafile/3475086,3475086,"",2019-07-22,Plain Text,text/plain,0,d41d8cd98f00b204e9800998ecf8427e,MD5,d41d8cd98f00b204e9800998ecf8427e,"",doi:10.7910/DVN/96DG2V/NWABWM,punctuated equilibrium or incrementalism in policymaking what we can and cannot learn from the distribution of policy changes,3475084,10.7910/DVN/96DG2V,"Desmarais, Bruce, 2019, """"Punctuated equilibrium or incrementalism in policymaking: What we can and cannot learn from the distribution of policy changes"""", https://doi.org/10.7910/DVN/96DG2V, Harvard Dataverse, V1, UNF:6:3GH+yMH/l53bxPk0uueM5g== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
R&P-Experiment I Do.do,file,https://dataverse.harvard.edu/api/access/datafile/3491917,3491917,Do file for experiment 1 (Mturk/DPR),2019-08-07,Stata Syntax,application/x-stata-syntax,3765,18971aca95d0d2dd13ce914220bf82ed,MD5,18971aca95d0d2dd13ce914220bf82ed,"",doi:10.7910/DVN/OQ7EA8/NK5VUN,rebel tactics and external public opinion,3491916,10.7910/DVN/OQ7EA8,"Cunningham, Kathleen, 2019, """"Rebel Tactics and External Public Opinion"""", https://doi.org/10.7910/DVN/OQ7EA8, Harvard Dataverse, V1, UNF:6:hRVLgVwIyH/XtV5fK/hOYw== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
wmer_readme.pdf,file,https://dataverse.harvard.edu/api/access/datafile/3543089,3543089,"",2019-08-22,Adobe PDF,application/pdf,101711,e156f57054fcf7ba89c6b20358f0333c,MD5,e156f57054fcf7ba89c6b20358f0333c,"",doi:10.7910/DVN/LSLVLT/HFR9DB, what makes experts reliable? expert reliability and the estimation of latent traits.,3543088,10.7910/DVN/LSLVLT,"Marquardt, Kyle; Pemstein, Daniel; Seim, Brigitte; Wang, Yi-ting, 2019, """"Replication Data for: """"What Makes Experts Reliable? Expert reliability and the estimation of latent traits."""""""", https://doi.org/10.7910/DVN/LSLVLT, Harvard Dataverse, V1",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
final_nonimputed_yearly.tab,file,https://dataverse.harvard.edu/api/access/datafile/3549430,3549430,Data file,2019-08-23,Tab-Delimited,text/tab-separated-values,825660,6667effc0ca27eae63b8a59b828d3d7c,MD5,6667effc0ca27eae63b8a59b828d3d7c,UNF:6:fPdA0OCt1ipOm8sHkxFz1g==,doi:10.7910/DVN/3HDSM8/ITVQMA, the partisan ties of lobbying firms,3549428,10.7910/DVN/3HDSM8,"Heaney, Michael, 2019, """"Replication Data for """"The Partisan Ties of Lobbying Firms"""""""", https://doi.org/10.7910/DVN/3HDSM8, Harvard Dataverse, V2, UNF:6:O6nPUpWsbVzYfYzlniEQcw== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
controls_historical_at_modern_spatial_level_withid.tab,file,https://dataverse.harvard.edu/api/access/datafile/3608584,3608584,"",2019-10-18,Tab-Delimited,text/tab-separated-values,2754594,8733c78f2c74f55f392330d97232c215,MD5,8733c78f2c74f55f392330d97232c215,UNF:6:venTe62Dx9IURolux493fA==,doi:10.7910/DVN/VSSTTR/RJEYFT, the long-term impact of the location of concentration camps on radical right voting in germany,3608579,10.7910/DVN/VSSTTR,"Hoerner, Julian; Rodon, Toni; Jaax, Alexander, 2019, """"Replication Data for: The long-term impact of the location of concentration camps on radical right voting in Germany"""", https://doi.org/10.7910/DVN/VSSTTR, Harvard Dataverse, DRAFT VERSION, UNF:6:Jl4Tg+EiEBE+kFOuNKh3aQ== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
ABLRmemo.txt,file,https://dataverse.harvard.edu/api/access/datafile/3610570,3610570,Description of the different files.,2019-10-26,Plain Text,text/plain,405,22661315e88ad865e510d1595b1e5cc4,MD5,22661315e88ad865e510d1595b1e5cc4,"",doi:10.7910/DVN/W3VOOP/WCATDL, leadership pac donations and party status a technical and theoretical extension,3610566,10.7910/DVN/W3VOOP,"Jordan, Soren, 2019, """"Replication Data for: Leadership PAC Donations and Party Status: A Technical and Theoretical Extension"""", https://doi.org/10.7910/DVN/W3VOOP, Harvard Dataverse, V1",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
Log.txt,file,https://dataverse.harvard.edu/api/access/datafile/3641636,3641636,"",2019-12-06,Plain Text,text/plain,106270,75c99d4af5b869733dfff7b5d0518abd,MD5,75c99d4af5b869733dfff7b5d0518abd,"",doi:10.7910/DVN/VX6ST9/CYDTL2, distinction without a difference? an assessment of mturk worker types,3641635,10.7910/DVN/VX6ST9,"Loepp, Eric; Kelly, Jarrod, 2019, """"Replication Data for: """"Distinction Without a Difference? An Assessment of MTurk Worker Types"""""""", https://doi.org/10.7910/DVN/VX6ST9, Harvard Dataverse, V1, UNF:6:ZVf/NEwRmR8AuYK+Fyt8Cg== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
01_R Syntax APC Analysis.R,file,https://dataverse.harvard.edu/api/access/datafile/3645478,3645478,"",2019-12-25,R Syntax,type/x-r-syntax,2352,bca166cf56ef2599a16e929aa793507f,MD5,bca166cf56ef2599a16e929aa793507f,"",doi:10.7910/DVN/WQRZHS/5MIPEJ, 'leader of the free world or pioneer in democracy’s decline?',3645445,10.7910/DVN/WQRZHS,"Wuttke, Alexander, 2019, """"Replication Data for: 'Leader of the Free World or Pioneer in Democracy’s Decline?'"""", https://doi.org/10.7910/DVN/WQRZHS, Harvard Dataverse, V1, UNF:6:YarJdqS6VCc8E3xbQPI9oQ== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
readme.rtf,file,https://dataverse.harvard.edu/api/access/datafile/3649727,3649727,"",2019-12-19,Rich Text Format,text/rtf,705,24cf1c321ff1d6c07c2027d297362550,MD5,24cf1c321ff1d6c07c2027d297362550,"",doi:10.7910/DVN/U4USLF/LBJTAG," whistleblowing or leaking? public opinion toward assange, manning, and snowden",3649723,10.7910/DVN/U4USLF,"Klofstad, Casey, 2019, """"Replication Data for: """"Whistleblowing or Leaking? Public Opinion toward Assange, Manning, and Snowden"""""""", https://doi.org/10.7910/DVN/U4USLF, Harvard Dataverse, V1, UNF:6:PBp6kl2tvyxl7eG8kCnFgQ== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
icb_agg_data.csv,file,https://dataverse.harvard.edu/api/access/datafile/3739900,3739900,"",2020-03-13,Comma Separated Values,text/csv,552,2a0c05dca532aa444deea5f90956ea56,MD5,2a0c05dca532aa444deea5f90956ea56,"",doi:10.7910/DVN/QTBTB1/Z33ZPE, the surprising decline of international mediation in armed conflicts,3739899,10.7910/DVN/QTBTB1,"Lundgren, Magnus; Svensson, Isak, 2020, """"Replication Data for: """"The surprising decline of international mediation in armed conflicts"""""""", https://doi.org/10.7910/DVN/QTBTB1, Harvard Dataverse, V1, UNF:6:O5DM3XKmqtz60QtWtj2Djg== [fileUNF]",researchandpolitics,,"",Research & Politics Dataverse,2014-01-22T20:23:44Z
