file_in,title,context
10.1093_poq_nfs054,Assessing the programmatic equivalence assumption in question wording experiments,"stralian national university user on 26 july 2021 supplementary data supplementary data are freely available online at http://poq.oxfordjournals.org/. references aapor executive council task force. 2010. “research synthesis: aapor report on online panels.” public opinion quarterly 74:711–81. appelbaum, lauren d. 2001. “th"
10.1093_poq_nfs056,Effects of the 2008 obama presidential campaign on white racial prejudice,"les?” below is an exam- ple of one of the scales. supplementary data supplementary data are freely available online at http://poq.oxfordjournals. org/. references allison, paul d. 1990. “change scores as dependent variables in regression analysis.” in sociological methodology, vol. 20, edited by clifford clogg, pp. 93–114"
10.1093_poq_nfs057,Who wants to discuss vote choices with others? Polarization in preferences for deliberation,nk? (slider: don’t care at all—care a great deal) supplementary data supplementary data are freely available online at http://poq.oxfordjournals. org/. references aapor executive council task force. 2010. “research synthesis: aapor report on online panels.” public opinion quarterly 74:711–81. gerber et al. 494 downloaded 
10.1093_poq_nfs061,A new question sequence to measure voter turnout in telephone surveys,"gnment to the turnout question-wording condition. supplementary data supplementary data are freely available online at http://poq.oxfordjournals.org/. references aarts, kees. 2002. “electoral turnout in west european democracies.” paper presented at the annual meeting of the american political science association, boston."
10.1093_poq_nfs062,Evaluating the measurement error of interviewer observed paradata," though it was correct at the time of collection. supplementary data supplementary data are freely available online at http://poq.oxfordjournals.org/. references bates, nancy, james dahlhamer, polly phipps, adam safir, and lucilla tan. 2010. “assessing contact history paradata quality across several federal surveys.” jsm "
10.1093_poq_nfs063,Up means good,"e available in an online appendix (please see the supplementary data online). screen position and evaluative ratings 81 downloaded from https://academic.oup.com/poq/article/77/s1/69/1876721 by australian national university library user on 23 august 2021 table 2. mean effect sizes and weights, by comparison, model, and study all effects t"
10.1093_poq_nfs063,Up means good,"ing to compare the results with an earlier study. supplementary data supplementary data are freely available online at http://poq.oxfordjournals.org/. references american association for public opinion research. 2011. standard definitions: final dispositions of case codes and outcome rates for surveys. 7th ed. deerfield, "
10.1093_poq_nfs064,Testing for measurement equivalence in surveys,"ed as the foundation for similar future analyses. supplementary data supplementary data are freely available online at http://poq.oxfordjournals.org/. references adam, frane. 2008. “mapping social capital across europe: findings,trends, and methodological shortcomings of cross-national surveys.” social science information"
10.1093_poq_nfs065,Does inattention to political debate explain the polarization gap between the u.s. Congress and public?,"s in a few minutes of interaction with a citizen. supplementary data supplementary data are freely available online at http://poq.oxfordjournals.org/. references abramowitz, alan i. 2010. the disappearing center: engaged citizens, polarization, and american democracy. new haven, ct: yale university press. achen, christoph"
10.1093_poq_nfs066,Exploring measurement error issues in reporting of same-sex couples,"ms, see online appendices 1 and 2 (please see the supplementary data online). demaio, bates, and o’connell 148 downloaded from https://academic.oup.com/poq/article/77/s1/145/1877806 by library (hancock) user on 19 july 2021 we are not aware of any study that directly assesses whether the two for- mats differ in how often sex is m"
10.1093_poq_nfs066,Exploring measurement error issues in reporting of same-sex couples,"overreporting errors observed in the 2010 census. supplementary data supplementary data are freely available online at http://poq.oxfordjournals.org/. references ashenfelter, kathleen. 2012. “differential strategies and reading patterns for demographic surveys: question organization and its impact on response strategy.” i"
10.1093_poq_nfs070,What can we learn with statistical truth serum?,"epresent an important first step in this respect. supplementary data supplementary data are freely available online at http://poq.oxfordjournals.org. references ahart, allison m., and paul r. sackett. 2004. “a new method of examining relationships between individual difference measures and sensitive behavior criteria: eva"
10.1093_poq_nfs072,On the use of latent variable models to detect differences in the interpretation of vague quantifiers,"ralian national university user on 06 august 2021 supplementary data supplementary data are freely available online at http://poq.oxfordjournals.org/. references biemer, paul. 2001. “nonresponse bias and measurement bias in a comparison of face-to-face and telephone interviewing.” journal of official statistics 17:295–320"
