file_in	title	journal	data_count	quant_count
10.1111_ropr.12087	Introduction	Review of Policy Research	0	2
10.1017_s0260210515000340	Governing the world at a distance: the practice of global benchmarking	Review of International Studies	7	17
10.1017_s0022381611000466	Providential partners? Tocqueville's take on equality and centralization	The Journal of Politics	4	1
10.1177_1354066109346891	Bilateralism or multilateralism? The political economy of avoiding international double taxation	European Journal of International Relations	23	89
10.1016_j.electstud.2016.03.001	Forecasting proportional representation elections from non-representative expectation surveys	Electoral Studies	47	13
10.1093_ijpor_edy032	How cross-cutting news exposure relates to candidate issue stance knowledge, political polarization, and participation: the moderating role of political sophistication	International Journal of Public Opinion Research	52	47
10.1017_s1537592711003525	Democracy against the state: marx and the machiavellian moment. By miguel abensour. Translated by max blechman and martin breaugh. Malden, ma: polity, 2011. 200p. $64.95 cloth, $22.95 paper.	Perspectives on Politics	2	0
10.1111_twec.12791	Foreign competition and quality sorting: overlaps in us and chinese exports	The World Economy	110	323
10.1525_curh.2012.111.747.264	Inequality: the russian experience	Current History	4	0
10.1080_10584609.2019.1687626	All the news that's fit to click: the economics of clickbait media	Political Communication	19	1
10.1093_hrlr_ngr018	Catherine dauvergne, making people illegal: what globalization means for migration and law	Human Rights Law Review	0	1
10.1093_ia_iix134	Crisis and institutional change in regional integration	International Affairs	0	2
10.1093_publius_pjz025	Courts in federal countries: federalists or unitarists? Edited by nicholas aroney and john kincaid	Publius: The Journal of Federalism	1	0
10.1111_j.1541-0072.2011.00406.x	Capturing curiosity: using internet search trends to measure public attentiveness	Policy Studies Journal	45	35
10.1017_s0022381609990685	Citizens, courts, and confirmations: positivity theory and the judgments of the american people. By james l. Gibson and gregory a. Caldeira. (Princeton: princeton university press, 2009.)	The Journal of Politics	2	0
10.1016_j.electstud.2012.09.004	Questioning generational replacement. An age, period and cohort analysis of electoral volatility in the netherlands, 1971�2010	Electoral Studies	52	115
10.1080_19460171.2010.545516	Editorial board	Critical Policy Studies	0	0
10.1177_0032321716684356	Advocacy strategies in global governance: inside versus outside lobbying	Political Studies	82	118
10.1080_13523260.2015.1061768	Altering the playing field: the u.s. Redefinition of the use-of-force	Contemporary Security Policy	0	3
10.1017_s0003055420000581	Psr volume 114 issue 3 cover and front matter	American Political Science Review	0	0
10.1111_padm.12362	Rethinking scale in public administration: scalecraft and frontline work in england's localism agenda	Public Administration	1	0
10.1111_rego.12038	Courage, regulatory responsibility, and the challenge of higher-order reflexivity	Regulation & Governance	2	9
10.1111_1758-5899.12157	Possible 'contributions' of european energy intensive industries to the global climate agreement	Global Policy	7	1
10.1016_j.marpol.2017.04.017	Global seafood trade flows and developing economies: insights from linking trade and production	Marine Policy	32	2
10.1162_glep_a_00186			0	0
10.1017_lap.2020.18	Conditional accountability for the economy, insecurity, and corruption across latin american party systems	Latin American Politics and Society	60	395
10.1080_1060586x.2014.886359	Legality and violence in russia: an introduction	Post-Soviet Affairs	0	0
10.1016_j.marpol.2017.11.019	Implications of the convention on the conservation and management of pollock resources in the central bering sea for the management of fisheries in the central arctic ocean	Marine Policy	10	0
10.1007_s11558-014-9193-5	Multilateral determinants of regionalism revisited	The Review of International Organizations	151	2652
10.1086_682389	Legislative bargaining with endogenous rules	The Journal of Politics	22	74
10.1016_j.polgeo.2017.03.004	Gaps in chinese geopolitical research	Political Geography	0	2
10.1080_09644008.2011.606314	Contesting europe, or germany's place in europe? European integration and the eu policies of the grand coalition government in the mirror of parliamentary debates in the bundestag	German Politics	45	3
10.1016_j.marpol.2021.104434	Transboundary cooperation and mechanisms for maritime spatial planning implementation. Simnorat project	Marine Policy	33	8
10.1177_0032321719854303	Associations in social contract theory: toward a pluralist contractarianism	Political Studies	0	9
10.1080_09700161.2014.980546	Forged in crisis: india and the united states since 1947 by rudra chaudhuri	Strategic Analysis	0	2
10.1162_jcws_r_00290			3	2
10.1016_j.ejpoleco.2017.11.004	Give a fish or teach fishing? Partisan affiliation of u.s. governors and the poverty status of immigrants	European Journal of Political Economy	323	854
10.1111_pops.12464	In politics we trust�or not? Trusting and distrusting demonstrators compared	Political Psychology	118	362
10.1093_pan_mpr031	Statistical analysis of endorsement experiments: measuring support for militant groups in pakistan	Political Analysis	48	198
10.1111_j.1541-1338.2010.00473_1.x			0	0
10.1093_ia_iiy134	Abstracts	International Affairs	0	0
10.1016_j.marpol.2020.104101	Working time limits at sea, a hundred-year construction	Marine Policy	5	2
10.1177_0010414013509573	Global private regimes, domestic public law	Comparative Political Studies	75	94
10.1016_j.electstud.2014.03.003	From voter id to party id: how political parties affect perceptions of election fraud in the u.s.	Electoral Studies	43	114
10.1017_s1743923x10000541	Women who win: social backgrounds, paths to power, and political ambition in latin american legislatures	Politics & Gender	83	44
10.1177_1354068816688362	Ruling divided	Party Politics	104	405
10.1016_j.ejpoleco.2020.101894	On the political economy of minority rights. Three ways to manipulate a minority: goals, rules, and border poles	European Journal of Political Economy	96	23
10.1007_s11127-019-00696-2	Applying regression discontinuity designs to american political development	Public Choice	48	91
10.1017_s1537592710001325	Democracy and distrust	Perspectives on Politics	0	0
10.1093_irap_lcx016	Contested american hegemony and regional order in postwar asia: the case of southeast asia treaty organization	International Relations of the Asia-Pacific	3	6
10.5305_amerjintelaw.107.2.0410	Pringle v. Ireland. Case c-370/12	American Journal of International Law	0	6
10.1080_1540496x.2015.1103120	Corporate governance and mergers and acquisitions performance in banks: evidence under the special regulatory environment in taiwan	Emerging Markets Finance and Trade	23	58
10.1111_1758-5899.12067	Democracy or stability? European approaches to justice in peace and transitional processes	Global Policy	0	0
10.1007_s11127-015-0280-9	Strategic behavior by federal agencies in the allocation of public resources	Public Choice	48	149
10.1016_j.postcomstud.2014.04.010	Inflation targeting at the crossroads: evidence from post-communist economies during the crisis	Communist and Post-Communist Studies	91	812
10.1093_ia_iiz107	Globalists: the end of empire and the birth of neoliberalism	International Affairs	0	0
10.1017_s1049096511000734	Of publishable quality: ideas for political science seminar papers	PS: Political Science & Politics	39	20
10.1017_s0260210511000027	From rivalry to partnership? Critical reflections on anglo-french cooperation in africa	Review of International Studies	11	4
10.1162_jcws_r_00116			1	5
10.1162_isec_a_00099			4	2
10.1017_s0022381610000769	Building party systems in developing democracies. By allen hicken. (Cambridge university press, 2009.)	The Journal of Politics	2	3
10.1017_s0022381612000734	Becoming a candidate: political ambition and the decision to run for office. By jennifer l. Lawless. (Cambridge university press, 2012.)	The Journal of Politics	3	2
10.1080_09668136.2015.1076114	International organizations and internal conditionality. Making norms matter	Europe-Asia Studies	0	2
10.1017_s0260210513000399	Domestic legitimacy politics and varieties of regionalism in east asia	Review of International Studies	4	3
10.1017_s1537592713002739	Wars of plunder: conflicts, profits and the politics of resources. By philippe le billon. New york: columbia university press, 2012. 288p. $30.00. - petro-aggression: when oil causes war. By jeff d. Colgan. New york: cambridge university press, 2013. 324p. $34.99. - the race for what's left: the global scramble for the world's last resources. By michael t. Klare. New york: picador, 2013. 320p. $27.00 cloth, $17.00 paper.	Perspectives on Politics	7	5
10.1093_publius_pjt009	Shared rule in federal political systems: conceptual lessons from subnational switzerland	Publius: The Journal of Federalism	59	5
10.1007_s11109-011-9166-9	When do the ends justify the means? Evaluating procedural fairness	Political Behavior	35	74
10.1111_twec.12910	Reassessing the foreign ownership wage premium in germany	The World Economy	104	823
10.1016_j.ejpoleco.2011.06.006	Do term limits affect fiscal policy choices?	European Journal of Political Economy	94	494
10.1111_twec.12026	Mind the gender wage gap - the impact of trade and competition on sectoral wage differences	The World Economy	64	2449
10.1017_s104909651400064x	Washington insider	PS: Political Science & Politics	2	0
10.1017_s1531426x00002661	Ksenija bilbija and leigh a. Payne, eds., accounting for violence: marketing memory in latin america. Durham: duke university press, 2011. Photographs, bibliography, index, 424 pp.; hardcover $89.95, paperback $24.95.	Latin American Politics and Society	0	0
10.1016_j.polgeo.2019.102059	Rebel resource strategies in civil war: revisiting diamonds in sierra leone	Political Geography	7	0
