result_title,result_doi,result_authors,result_dataverse,search_title,search_doi,diff,clean_result,clean_search,diff2
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1080/03003931003738090,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
erratum.txt,,NULL,,Erratum,10.1080/03003930.2016.1195613,0.121212121212121,erratum.txt,erratum,0.121212121212121
Replication Data for:  Understanding Segmentation in Rural Electricity Markets: Evidence from India,doi:10.7910/DVN/TDMTRV,"c(""Thomas, Daniel"", ""Agrawal, Shalu"", ""Harish, S P"", ""Mahajan, Aseem"", ""Urpelainen, Johannes"")",Replication material for: Understanding Segmentation in Rural Electricity Markets: Evidence from India,"Parties, recruitment and modernisation: evidence from local election candidates",10.1080/03003931003738157,0.235912986113833,understanding segmentation in rural electricity markets evidence from india,"parties, recruitment and modernisation evidence from local election candidates",0.236792958285496
The Housing Classes: Examination of the Relationship Between Housing Condition and Relative Social Class Identity of Urban Residents in China Dataverse,,NULL,,'Faulty' fiscal illusion: examining the relationship between revenue diversification and tax burden in major us cities across the economic cycle,10.1080/03003930.2018.1433662,0.231038830635271,the housing classes examination of the relationship between housing condition and relative social class identity of urban residents in china dataverse,'faulty' fiscal illusion examining the relationship between revenue diversification and tax burden in major us cities across the economic cycle,0.232764103787726
Natural disaster and violence against children systematic review,,NULL,,Local government's disaster management capacity and disaster resilience,10.1080/03003930.2019.1653284,0.237746926474099,natural disaster and violence against children systematic review,local government's disaster management capacity and disaster resilience,0.237746926474099
"Replication Data for: Social Media, News Consumption and Polarization: Evidence from a Field Experiment",doi:10.7910/DVN/V4ZFIT,"Levy, Ro'ee",Social Media News Consumption and Polarization Data,"Social media and local government: citizenship, consumption and democracy",10.1080/03003930.2013.799066,0.227530249219747,"social media, news consumption and polarization evidence from a field experiment","social media and local government citizenship, consumption and democracy",0.223112535612536
Replication material for: Understanding Segmentation in Rural Electricity Markets: Evidence from India,,NULL,,Management discretion and political interference in municipal enterprises. Evidence from italian utilities,10.1080/03003930.2012.726198,0.242458183079715,replication material for understanding segmentation in rural electricity markets evidence from india,management discretion and political interference in municipal enterprises. evidence from italian utilities,0.236510470661414
Anthrax distribution in Kenya under climate change scenarios,,NULL,,Fisheries rent creation and distribution—the imaginary case of codland,10.1016/j.marpol.2010.05.004,0.237698412698413,anthrax distribution in kenya under climate change scenarios,fisheries rent creation and distribution—the imaginary case of codland,0.237698412698413
Expert opinion and compensation: Evidence from a musical competition [Dataset],doi:10.7910/DVN/HQDG1N,"c(""V. A. Ginsburgh"", ""J. C. van Ours"")",Network of European Economists Online Dataverse,Compensating victims of a european deepwater horizon accident: opol revisited,10.1016/j.marpol.2015.08.017,0.230098404011448,expert opinion and compensation evidence from a musical competition [dataset],compensating victims of a european deepwater horizon accident opol revisited,0.230911503357324
Tree Crops Development in Africa and Asia to Benefit the Poor-Fruit Component Dataverse,,NULL,,Conceptualisations of fisheries development in eastern africa over time and between actors,10.1016/j.marpol.2019.103512,0.232773356911288,tree crops development in africa and asia to benefit the poor-fruit component dataverse,conceptualisations of fisheries development in eastern africa over time and between actors,0.232773356911288
The Potential for Forest Landscape Restoration in Degraded Farmlands,,NULL,,The potential for dive tourism led entrepreneurial marine protected areas in curacao,10.1016/j.marpol.2010.03.004,0.229408703372059,the potential for forest landscape restoration in degraded farmlands,the potential for dive tourism led entrepreneurial marine protected areas in curacao,0.229408703372059
"The Construction Of High Magnification Homemade Lenses For A Simple Microscope: An Easy ""DIY” Tool For Biological And Interdisciplinary Education - Supplemental Data",doi:10.7910/DVN/6PGUNN,"Marzullo, Timothy","The Construction Of High Magnification Homemade Lenses For A Simple Microscope: An Easy ""DIY” Tool For Biological And Interdisciplinary Education","Exploring the applicability of biological and socioeconomic tools in developing eafm plans for data absent areas: spinner dolphin eafm for kalpitiya, sri lanka",10.1016/j.marpol.2016.02.023,0.238702967044998,the construction of high magnification homemade lenses for a simple microscope an easy diy” tool for biological and interdisciplinary education - supplemental data,"exploring the applicability of biological and socioeconomic tools in developing eafm plans for data absent areas spinner dolphin eafm for kalpitiya, sri lanka",0.237390400751432
Molecular Dynamics trajectories used in Paper Spatiotemporal Clustering of Molecular Dynamics in Large Proteins Dataverse,,NULL,,Exploring social-ecological dynamics of a coral reef resource system using participatory modeling and empirical data,10.1016/j.marpol.2017.01.014,0.235160868389709,molecular dynamics trajectories used in paper spatiotemporal clustering of molecular dynamics in large proteins dataverse,exploring social-ecological dynamics of a coral reef resource system using participatory modeling and empirical data,0.235160868389709
"Long-term satellite tracking reveals region-specific movements of a large pelagic predator, the shortfin mako shark, in the western North Atlantic Ocean",doi:10.7910/DVN/MYA8SE,"c(""Vaudo, Jeremy"", ""Byrne, Michael"", ""Wetherbee, Bradley"", ""Harvey, Guy"", ""Shivji, Mahmood"")",Harvard Dataverse,Stakeholder participation in the management of north east atlantic pelagic fish stocks: the future role of the pelagic regional advisory council in a reformed cfp,10.1016/j.marpol.2011.10.017,0.236403192580894,"long-term satellite tracking reveals region-specific movements of a large pelagic predator, the shortfin mako shark, in the western north atlantic ocean",stakeholder participation in the management of north east atlantic pelagic fish stocks the future role of the pelagic regional advisory council in a reformed cfp,0.234652304356576
Replication Data for:  Understanding Segmentation in Rural Electricity Markets: Evidence from India,doi:10.7910/DVN/TDMTRV,"c(""Thomas, Daniel"", ""Agrawal, Shalu"", ""Harish, S P"", ""Mahajan, Aseem"", ""Urpelainen, Johannes"")",Replication material for: Understanding Segmentation in Rural Electricity Markets: Evidence from India,Market integration in the crustaceans market: evidence from germany,10.1016/j.marpol.2017.10.012,0.236816765071079,understanding segmentation in rural electricity markets evidence from india,market integration in the crustaceans market evidence from germany,0.237747971518463
Southern Philippines Medical Center Journal of Health Care Services Dataverse,,NULL,,The philippines context for marine tenure and small-scale fisheries,10.1016/j.marpol.2018.05.030,0.238459077827808,southern philippines medical center journal of health care services dataverse,the philippines context for marine tenure and small-scale fisheries,0.238459077827808
Replication Data for: Public attitudes toward genetic risk scoring in medicine and beyond,doi:10.7910/DVN/CL5XCF,"c(""Zhang, Simone"", ""Johnson, Rebecca A."", ""Novembre, John"", ""Freeland, Edward"", ""Conley, Dalton"")","Replication data for ""Public attitudes toward genetic risk scoring in medicine and beyond""",Public attitudes toward aquaculture: an irish and norwegian comparative study,10.1016/j.marpol.2018.07.011,0.2378973638302,public attitudes toward genetic risk scoring in medicine and beyond,public attitudes toward aquaculture an irish and norwegian comparative study,0.234707571166723
Profit efficiency of banks in Colombia with undesirable output: A directional distance function approach,doi:10.7910/DVN/SGM6OU,"c(""Almanza, Camilo "", ""Rodr�guez Mora, Jhon James"")","Economics: The Open-Access, Open-Assessment E-Journal Dataverse",Profit efficiency of the south australian rock lobster fishery: a nerlovian and directional distance function approach,10.1016/j.marpol.2020.103962,0.186568927897776,profit efficiency of banks in colombia with undesirable output a directional distance function approach,profit efficiency of the south australian rock lobster fishery a nerlovian and directional distance function approach,0.188385559289685
Airfield Pavement Management Framework using a Multi-Objective Decision Making Process,doi:10.7910/DVN/WCMVOL,Hao Wang,Airfield Pavement Management Framework using a Multi-Objective Decision Making Process,Regional fisheries management: virtual decision making in a pandemic,10.1016/j.marpol.2020.104288,0.240641217727401,airfield pavement management framework using a multi-objective decision making process,regional fisheries management virtual decision making in a pandemic,0.23603191131827
"The effects of cancer therapies on physical fitness before oesophagogastric cancer surgery: A prospective, blinded, multi-centre, observational, cohort study",doi:10.7910/DVN/GTE1QJ,"Loughney, Lisa","The effects of cancer therapies on physical fitness before oesophagogastric cancer surgery: A prospective, blinded, multi-centre, observational, cohort study",The effects of the oyster mortality crisis on the economics of the shellfish farming sector: preliminary review and prospects from a case study in marennes-oleron bay (france),10.1016/j.marpol.2014.03.024,0.227573788335409,"the effects of cancer therapies on physical fitness before oesophagogastric cancer surgery a prospective, blinded, multi-centre, observational, cohort study",the effects of the oyster mortality crisis on the economics of the shellfish farming sector preliminary review and prospects from a case study in marennes-oleron bay (france),0.229084038566797
"Measuring the prevalence of problematic respondent behaviors among MTurk, campus, and community participants Dataverse",,NULL,,Measuring the relationship among stakeholders from value-satisfaction-demand in the development of ecotourism of marine park,10.1016/j.marpol.2021.104519,0.237983070310938,"measuring the prevalence of problematic respondent behaviors among mturk, campus, and community participants dataverse",measuring the relationship among stakeholders from value-satisfaction-demand in the development of ecotourism of marine park,0.237983070310938
Replication Data for: Improving Access and Quality in Early Childhood Development Programs: Experimental Evidence from The Gambia,doi:10.7910/DVN/QI3O1P,"c(""Pugatch, Todd"", ""Blimpo, Moussa P."", ""Carneiro, Pedro"", ""Jervis, Pamela"")",Economic Development and Cultural Change Dataverse,Adapting our sea ports to the challenges of climate change: development and validation of a port resilience index,10.1016/j.marpol.2021.104573,0.234340171825644,improving access and quality in early childhood development programs experimental evidence from the gambia,adapting our sea ports to the challenges of climate change development and validation of a port resilience index,0.233151249259238
